Index,Call Number,Title,Barcode,Notes,Image_barcode,Image_1,Image_2,Image_3,Year,Author,Interventions,Intervention-mod,Location-Building,Location-Shelf,Class,Subclass,Subclass1,Bookplate,Local interest,pub year,Decade,location code,lang code,Language,pub city,publisher,subjects,title2
BMC-E-0037,E176 .S81 (vol. 5),The library of American biography.,3.1796E+13,,,,,,1834-48.,"Sparks, Jared, 1789-1866. ed.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1834,1830,mau,eng,English,"Boston,","Hilliard, Gray;",,The library of American biography.
BMC-E-0038,E176 .S81 (vol. 18),The library of American biography.,3.1796E+13,,,,,,1834-48.,"Sparks, Jared, 1789-1866. ed.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1834,1830,mau,eng,English,"Boston,","Hilliard, Gray;",,The library of American biography.
BMC-E-0039,E176 .S81 (vol. 21),The library of American biography.,3.1796E+13,,B_Images/BMC-E-0039.Image_barcode.213215.jpg,B_Images/BMC-E-0039.Image_1.213227.jpg,,,1834-48.,"Sparks, Jared, 1789-1866. ed.",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1834,1830,mau,eng,English,"Boston,","Hilliard, Gray;",,The library of American biography.
BMC-E-0040,E176 .S81 (vol. 15),The library of American biography.,3.1796E+13,,,,,,1834-48.,"Sparks, Jared, 1789-1866. ed.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1834,1830,mau,eng,English,"Boston,","Hilliard, Gray;",,The library of American biography.
BMC-E-0041,E176 .S81 (vol. 7),The library of American biography.,3.1796E+13,,,,,,1834-48.,"Sparks, Jared, 1789-1866. ed.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1834,1830,mau,eng,English,"Boston,","Hilliard, Gray;",,The library of American biography.
BMC-E-0042,E176 .S81 (vol. 20),The library of American biography.,3.1796E+13,,,,,,1834-48.,"Sparks, Jared, 1789-1866. ed.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1834,1830,mau,eng,English,"Boston,","Hilliard, Gray;",,The library of American biography.
BMC-E-0043,E178 .A54 v.10,"The confederation and the constitution, 1783-1789 ",3.1796E+13,,,,,,1905,"McLaughlin, Andrew C. 1861-1947. (Andrew Cunningham),",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1905,1900,nyu,eng,English,New York and London ,"Harper & brothers,",,"The confederation and the constitution, 1783-1789 /"
BMC-E-0044,E178 .B22 (vol. 2),The history of the United States from the discovery of the American continent ,3.1796E+13,,,,,,1854-1874.,"Bancroft, George, 1800-1891.",None,BMC marks or bookplate,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,Howard L Goodhart,,1854,1850,mau,eng,English,"Boston,","Little, Brown, and company,",,The history of the United States from the discovery of the American continent /
BMC-E-0045,E178 .E492 (vol. 3),History of the United States of America ,3.1796E+13,,B_Images/BMC-E-0045.Image_barcode.213403.jpg,B_Images/BMC-E-0045.Image_1.213348.jpg,,,1905,"Elson, Henry William, 1857-",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1905,1900,nyu,eng,English,New York ,"For the Review of reviews company by the Macmillan company; [etc., etc.],",,History of the United States of America /
BMC-E-0046,E178 .H682 1882 (vol. 1),The history of the United States of America ,3.1796E+13,,,,,,1882 [c1849-52],"Hildreth, Richard, 1807-1865.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1882,1880,nyu,eng,English,New York ,"Harper & brothers,",,The history of the United States of America /
BMC-E-0047,E178 .T95,The frontier in American history ,3.1796E+13,Ink splatter! ,B_Images/BMC-E-0047.Image_barcode.213656.jpg,B_Images/BMC-E-0047.Image_1.213638.jpg,,,1920,"Turner, Frederick Jackson, 1861-1932.",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1920,1920,nyu,eng,English,New York ,"H. Holt,",,The frontier in American history /
BMC-E-0048,E179 .S52 (vol. 1),"The United States of America; a study of the American commonwealth, its natural resources, people, industries, manufactures, commerce, and its work in literature, science, education, and self-government;",3.1796E+13,,,,,,1894,"Shaler, Nathaniel Southgate, 1841-1906 ed.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1894,1890,nyu,eng,English,New York ,"D. Appleton and company,",Industries; United States.,"The United States of America;a study of the American commonwealth, its natural resources, people, industries, manufactures, commerce, and its work in literature, science, education, and self-government;"
BMC-E-0049,E181 .J73,Leading American soldiers ,3.17961E+13,Spelling correction ,B_Images/BMC-E-0049.Image_barcode.214009.jpg,B_Images/BMC-E-0049.Image_1.213921.jpg,,,1907,"Johnson, Robert Matteson, 1867-1920.",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1907,1900,nyu,eng,English,New York ,"H. Holt and company,",Generals; United States.,Leading American soldiers /
BMC-E-0050,E183.7 .P13,"Dramatic moments in American diplomacy,",3.17961E+13,,,,,,1918,"Page, Ralph W. 1881- (Ralph Walter),",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1918,1910,   ,eng,English,"Garden City, N. Y.,","Doubleday, Page,",,"Dramatic moments in American diplomacy,"
BMC-E-0051,E184.G3 C7,Drei jahrhunderte deutschen Lebens in Amerika: eine Geschichte der deutschen in den Vereinigten Staaten ,3.17961E+13,,,,,,1909,"Cronau, Rudolf, 1855-",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1909,1900,gw ,ger,German,Berlin ,"D. Reimer (Ernst Vohsen),",Germans; United States.,Drei jahrhunderte deutschen Lebens in Amerika:eine Geschichte der deutschen in den Vereinigten Staaten /
BMC-E-0052,E184.J3 G9,The American Japanese problem; a study of the racial relations of the East and the West ,3.17961E+13,,,,,,1914,"Gulick, Sidney Lewis, 1860-1945.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,    ,    ,   ,nam,,New York ,"C. Scribner's sons,",Japanese; California.| Yellow peril.| Japanese; United States.,The American Japanese problem;a study of the racial relations of the East and the West /
BMC-E-0053,E184.J5 .A6 (vol. 107 2007),American Jewish year book.,3.1796E+13,,,,,,1890-2008.,,Not on shelf,,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,,,,,,,,,
BMC-E-0054,E184.J5 .A6 (vol. 55 1954),American Jewish year book.,3.1796E+13,,,,,,1890-2008.,,None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,,,,,,,,,
BMC-E-0055,E184.J5 .A6 (vol. 26 1924-1925),American Jewish year book.,3.1796E+13,,,,,,1890-2008.,,None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,,,,,,,,,
BMC-E-0056,E184.J5 .A6 (vol. 39 1937-1938),American Jewish year book.,3.1796E+13,,B_Images/BMC-E-0056.Image_barcode.214942.jpg,B_Images/BMC-E-0056.Image_1.214917.jpg,,,1890-2008.,,Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,,,,,,,,,
BMC-E-0057,E184.J5 .A6 (vol. 42 1940-1941),American Jewish year book.,3.1796E+13,,,,,,1890-2008.,,None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,,,,,,,,,
BMC-E-0058,E184.J5 .A6 (vol. 49 1947-1948),American Jewish year book.,3.1796E+13,,,,,,1890-2008.,,None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,,,,,,,,,
BMC-E-0059,E184.J5 .A6 (vol. 73 1972),American Jewish year book.,3.1796E+13,,,,,,1890-2008.,,None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,,,,,,,,,
BMC-E-0060,E184.J5 .A6 (vol. 28 1926-1927),American Jewish year book.,3.1796E+13,,,,,,1890-2008.,,None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,,,,,,,,,
BMC-E-0061,E184.S6 B2,"Our Slavic fellow citizens,",3.17961E+13,,,,,,1910,"Balch, Emily Greene, 1867-1961.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1910,1910,nyu,eng,English,New York ,"Charities Publication Committee,",Slavs; United States.,"Our Slavic fellow citizens,"
BMC-E-0062,E185.6 .D797 1903,The souls of black folk : essays and sketches ,3.17961E+13,,B_Images/BMC-E-0062.Image_barcode.005141.jpg,B_Images/BMC-E-0062.Image_1.004418.jpg,B_Images/BMC-E-0062.Image_2.005115.jpg,B_Images/BMC-E-0062.Image_3.005128.jpg,1903,"Du Bois, W. E. B. 1868-1963. (William Edward Burghardt),",Medium interest,Reader marks - substantial,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1903,1900,ilu,eng,English,Chicago ,"A.C. McClurg & Co.,",African Americans.,The souls of black folk :essays and sketches /
BMC-E-0063,E185.61 .H48,Nojoque : a question for a continent .,3.17961E+13,,B_Images/BMC-E-0063.Image_barcode.005158.jpg,B_Images/BMC-E-0063.Image_1.005208.jpg,B_Images/BMC-E-0063.Image_2.005223.jpg,,1867,"Helper, Hinton Rowan.",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,Ro. W. Hughes,,1867,1860,nyu,   ,,New York ,,Blacks.,Nojoque :a question for a continent .
BMC-E-0064,E195 .J62 (vol. 6),The papers of Sir William Johnson ,3.1796E+13,,,,,,1921-,"Johnson, William, 1715-1774.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1921,1920,nyu,eng,English,Albany ,"The University of the state of New York,",Iroquois Indians.,The papers of Sir William Johnson /
BMC-E-0065,E203 .A5 f (vol. Ser. 4 v. 4),"American archives : consisting of a collection of authentick records, state papers, debates, and letters and other notices of publick affairs, the whole forming a documentary history of the origin and progress of the North American colonies; of the causes and accomplishment of the American Revolution; and of the Constitution of government for the United States, to the final ratification thereof ",3.1796E+13,,,,,,1837-1853.,,None,None,Canaday Library,Folio (Floor B),E - History of the Americas,E,E,,,1837,1830,dcu,eng,English,,,Statutes; Great Britain.| Statutes; United States.| Law; United States.| Statutes.; fast; (OCoLC)fst01132185.| Politics and government.; fast; (OCoLC)fst01919741.| Law.; fast; (OCoLC)fst00993678.| Employees.; fast; (OCoLC)fst00909111.| British colonies.; fast; (OCoLC)fst01910374.| Archival resources.; fast; (OCoLC)fst00814016.,"American archives :consisting of a collection of authentick records, state papers, debates, and letters and other notices of publick affairs, the whole forming a documentary history of the origin and progress of the North American colonies; of the causes and accomplishment of the American Revolution; and of the Constitution of government for the United States, to the final ratification thereof /"
BMC-E-0066,E203 .A5 f (vol. Ser. 4 v. 1),"American archives : consisting of a collection of authentick records, state papers, debates, and letters and other notices of publick affairs, the whole forming a documentary history of the origin and progress of the North American colonies; of the causes and accomplishment of the American Revolution; and of the Constitution of government for the United States, to the final ratification thereof ",3.1796E+13,,,,,,1837-1853.,,None,None,Canaday Library,Folio (Floor B),E - History of the Americas,E,E,,,1837,1830,dcu,eng,English,,,Statutes; Great Britain.| Statutes; United States.| Law; United States.| Statutes.; fast; (OCoLC)fst01132185.| Politics and government.; fast; (OCoLC)fst01919741.| Law.; fast; (OCoLC)fst00993678.| Employees.; fast; (OCoLC)fst00909111.| British colonies.; fast; (OCoLC)fst01910374.| Archival resources.; fast; (OCoLC)fst00814016.,"American archives :consisting of a collection of authentick records, state papers, debates, and letters and other notices of publick affairs, the whole forming a documentary history of the origin and progress of the North American colonies; of the causes and accomplishment of the American Revolution; and of the Constitution of government for the United States, to the final ratification thereof /"
BMC-E-0067,E207.S3 T8,"Life of General Philip Schuyler, 1733-1804.",3.17961E+13,,,,,,1903,"Tuckerman, Bayard, 1855-1923.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1903,1900,nyu,eng,English,New York ,"Dodd,",,"Life of General Philip Schuyler, 1733-1804."
BMC-E-0068,E269.I6 H2,"The Irish in the American revolution, and their early influence in the colonies,",3.17961E+13,,,,,,1908,"Haltigan, James, 1850-",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1908,1900,dcu,eng,English,"Washington, D.C. ","P.J. Haltigan,",Irish; United States.,"The Irish in the American revolution,and their early influence in the colonies,"
BMC-E-0069,E302.6.F7 A2 1858,The life of Benjamin Franklin written by himself : to which is added hs miscellaneous essays.,3.1796E+13,,,,,,1858,"Franklin, Benjamin, 1706-1790.",Not on shelf,,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1858,1850,nyu,   ,,New York ,"Saxton,",,The life of Benjamin Franklin written by himself :to which is added hs miscellaneous essays.
BMC-E-0070,E302.6.H2 H18 1910,"The intimate life of Alexander Hamilton, based chiefly upon original family letters and other documents, many of which have never been published,",3.17961E+13,,,,,,1910,"Hamilton, Allan McLane, 1848-1919.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1910,1910,nyu,eng,English,New York ,"C. Scribner's sons,",,"The intimate life of Alexander Hamilton,based chiefly upon original family letters and other documents, many of which have never been published,"
BMC-E-0071,E302.6.H5 W78,Sketches of the life and character of Patrick Henry.,3.17961E+13,,,,,,1836,"Wirt, William, 1772-1834.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1836,1830,pau,eng,English,Philadelphia ,"DeSilver, Thomas,",,Sketches of the life and character of Patrick Henry.
BMC-E-0072,E302.6.M8 O12,"Robert Morris, patriot and financier,",3.17961E+13,,,,,,1903,"Oberholtzer, Ellis Paxson, 1868-1936.",Not on shelf,,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1903,1900,nyu,eng,English,New York ,"Macmillan company,",,"Robert Morris, patriot and financier,"
BMC-E-0073,E302 .M22 (vol. 3),"The writings of James Madison: comprising his public papers and his private correspondence, including numerous letters and documents now for the first time printed ",3.1796E+13,,,,,,1900,"Madison, James, 1751-1836.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1900,1900,nyu,eng,English,New York etc. ,"G. P. Putnam's sons,",,"The writings of James Madison:comprising his public papers and his private correspondence, including numerous letters and documents now for the first time printed /"
BMC-E-0074,E312.19.W95 W5 1899,Martha Washington.,3.17961E+13,,,,,,1899,"Wharton, Anne Hollingsworth, 1845-1928.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1899,1890,nyu,eng,English,New York ,,,Martha Washington.
BMC-E-0075,E312.7 1889 (vol. 3),The writings of George Washington;,3.1796E+13,,,,,,1889-[93],"Washington, George, 1732-1799.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1889,1880,nyu,eng,English,New York and London ,"G. P. Putnam' Sons,",,The writings of George Washington;
BMC-E-0076,E312.7 1889 (vol. 1),The writings of George Washington;,3.1796E+13,,,,,,1889-[93],"Washington, George, 1732-1799.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1889,1880,nyu,eng,English,New York and London ,"G. P. Putnam' Sons,",,The writings of George Washington;
BMC-E-0077,E332 .J46 q,"Jefferson's Germantown letters, together with other papers relating to his stay in Germantown during the month of November, 1793 ",3.17961E+13,,,,,,1906,"Jefferson, Thomas, 1743-1826.",Not on shelf,,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1906,1900,pau,eng,English,Philadelphia ,"W. J. Campbell,",,"Jefferson's Germantown letters, together with other papers relating to his stay in Germantown during the month of November, 1793 /"
BMC-E-0078,E332 .P28 1894,Life of Thomas Jefferson: third President of the United States ,3.17961E+13,,,,,,1894,"Parton, James, 1822-1891.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1894,1890,mau,eng,English,Boston and New York ,"Houghton, Mifflin and company,",,Life of Thomas Jefferson:third President of the United States /
BMC-E-0079,E337.8 .B9 (vol. 7),"The works of James Buchanan : comprising his speeches, state papers, and private correspondence ",3.1796E+13,,,,,,1908-11.,"Buchanan, James, 1791-1868.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1908,1900,pau,eng,English,Philadelphia ,"Lippincott,",,"The works of James Buchanan :comprising his speeches, state papers, and private correspondence /"
BMC-E-0080,E337.8 .B9 (vol. 3),"The works of James Buchanan : comprising his speeches, state papers, and private correspondence ",3.1796E+13,,,,,,1908-11.,"Buchanan, James, 1791-1868.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1908,1900,pau,eng,English,Philadelphia ,"Lippincott,",,"The works of James Buchanan :comprising his speeches, state papers, and private correspondence /"
BMC-E-0081,E337.8 .E93 1856 (vol. 2),Orations and speeches on various occasions.,3.1796E+13,,,,,,1856-,"Everett, Edward, 1794-1865.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1856,1850,mau,eng,English,"Boston,",,,Orations and speeches on various occasions.
BMC-E-0082,E337.8 .E93 1856 (vol. 3),Orations and speeches on various occasions.,3.1796E+13,,,,,,1856-,"Everett, Edward, 1794-1865.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1856,1850,mau,eng,English,"Boston,",,,Orations and speeches on various occasions.
BMC-E-0083,E338 .M88,"Foreign conspiracy against the liberties of the United States : The numbers of Brutus, originally published in the New-York observer, ",3.17961E+13,,,,,,1835,"Morse, Samuel Finley Breese, 1791-1872.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1835,1830,nyu,eng,English,New York ,"Leavitt, Lord & co.;",,"Foreign conspiracy against the liberties of the United States :The numbers of Brutus, originally published in the New-York observer, /"
BMC-E-0084,E340.W4 C92 (vol. 2),Life of Daniel Webster.,3.1796E+13,,,,,,1870,"Curtis, George Ticknor, 1812-1894.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1870,1870,nyu,eng,English,New York ,,,Life of Daniel Webster.
BMC-E-0085,E340.W4 H25,Daniel Webster ,3.1796E+13,,,,,,1899,"Hapgood, Norman, 1868-1937.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1899,1890,mau,eng,English,"Boston,","Small, Maynard & Company,",,Daniel Webster /
BMC-E-0086,E359.5.N6 G89 (vol. 1),"New York city and vicinity during the war of 1812-15, being a military, civic and financial local history of that period,",3.1796E+13,Muddy paw prints!! ,B_Images/BMC-E-0086.Image_barcode.011554.jpg,B_Images/BMC-E-0086.Image_1.011608.jpg,,,1889-95.,"Guernsey, R. S. 1836-1918. (Rocellus Sheridan),",Low interest,Reader marks - low,Canaday Library,"Stacks (Monographs, Non-Circ)",E - History of the Americas,E,E,,,1889,1880,nyu,eng,English,New York ,"C. L. Woodward,",,"New York city and vicinity during the war of 1812-15,being a military, civic and financial local history of that period,"
BMC-E-0087,E415.9.D6 D6 (vol. 1),Memoirs of John Adams Dix;,3.1796E+13,,,,,,1883,"Dix, Morgan, 1827-1908.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1883,1880,nyu,eng,English,New York ,"Harper & Brothers,",,Memoirs of John Adams Dix;
BMC-E-0088,E415.9.L38 L4,Life of Amos A. Lawrence : with extracts from his diary and correspondence ,3.17961E+13,,B_Images/BMC-E-0088.Image_barcode.011648.jpg,B_Images/BMC-E-0088.Image_1.011700.jpg,,,1888,"Lawrence, William, 1850-1941.",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1888,1880,mau,eng,English,Boston and New York ,"Houghton, Mifflin and company,",,Life of Amos A. Lawrence :with extracts from his diary and correspondence /
BMC-E-0089,E416 .P76 (vol. 4),"The diary of James K. Polk during his presidency, 1845 to 1849, now first printed from the original manuscript in the collections of the Chicago historical society;",3.1796E+13,,,,,,1910,"Polk, James K. 1795-1849. (James Knox),",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1910,1910,ilu,eng,English,Chicago ,"A. C. McClurg & co.,","Mexican War, 1846-1848; Sources.","The diary of James K. Polk during his presidency, 1845 to 1849,now first printed from the original manuscript in the collections of the Chicago historical society;"
BMC-E-0090,E449.G25 G2 1885 (vol. 3),"William Lloyd Garrison, 1805-1879 : the story of his life told by his children .",3.1796E+13,,,,,,1885-89.,"Garrison, Wendell Phillips, 1840-1907.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1885,1880,mau,eng,English,Boston and New York ,"Century Co.,",Slavery; United States.,"William Lloyd Garrison, 1805-1879 :the story of his life told by his children ."
BMC-E-0091,E457.15 .R49,"Reminiscences of Abraham Lincoln by distinguished men of his time,",3.17961E+13,,,,,,1886,"Rice, Allen Thorndike, 1853-1889 ed.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1886,1880,nyu,eng,English,New York ,"North American Publishing co.,",,"Reminiscences of Abraham Lincoln by distinguished men of his time,"
BMC-E-0092,E457 .C478,Abraham Lincoln ,3.17961E+13,,,,,,1917,"Charnwood, Godfrey Rathbone Benson, Baron, 1864-1945.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1917,1910,nyu,eng,English,New York ,"H. Holt,",,Abraham Lincoln /
BMC-E-0093,E459 .R48,"Lectures on the American Civil War, delivered before the University of Oxford in Easter and Trinity terms 1912,",3.17961E+13,,,,,,1913,"Rhodes, James Ford, 1848-1927.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1913,1910,nyu,eng,English,New York ,"The Macmillan Company,",,"Lectures on the American Civil War,delivered before the University of Oxford in Easter and Trinity terms 1912,"
BMC-E-0094,E467.1.D26 C89,"Prison life of Jefferson Davis : embracing details and incidents in his captivity, particulars concerning his health and habits, together with many conversations on topics of great public interest ",3.17961E+13,,,,,,1866,"Craven, John Joseph, 1822-1893.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,,,,,,,,,
BMC-E-0095,E467.1.P7 P7 (vol. 2),"Leonidas Polk : bishop and general,",3.1796E+13,,,,,,1893,"Polk, William Mecklenburg, 1844-1918.",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1893,1890,nyu,eng,English,New York ,"Longmans, Green, and co.,",,"Leonidas Polk :bishop and general,"
BMC-E-0096,E467.1.S55 S52 (vol. 1),Memoirs of General William T. Sherman ,3.1796E+13,,,,,,1875,"Sherman, William T. 1820-1891. (William Tecumseh),",None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1875,1870,nyu,eng,English,New York ,"D. Appleton and Company,",,Memoirs of General William T. Sherman /
BMC-E-0097,E468 .R29 (vol. 11),The Rebellion record.,3.1796E+13,,B_Images/BMC-E-0097.Image_barcode.001147.jpg,B_Images/BMC-E-0097.Image_1.001140.jpg,,,1861-1868.,,Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,,,,,,,,,
BMC-E-0098,E469 .B59 (vol. 2),Retrospections of an active life.,3.1796E+13,,B_Images/BMC-E-0098.Image_barcode.001332.jpg,B_Images/BMC-E-0098.Image_1.001340.jpg,,,1909-13.,"Bigelow, John, 1817-1911.",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1909,1900,   ,eng,English,New York ,"Baker & Taylor,",,Retrospections of an active life.
BMC-E-0099,E491 .U61 (vol. ser. 1 v. 2),The War of the Rebellion : a compilation of the official records of the Union and Confederate armies ,3.1796E+13,,,,,,1880-1901.,United States. War Department.,None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1880,1880,dcu,   ,,Washington ,"Govt. Print. Off.,",,The War of the Rebellion :a compilation of the official records of the Union and Confederate armies /
BMC-E-0100,E491 .U61 (vol. ser. 1 v. 32 pt. 2),The War of the Rebellion : a compilation of the official records of the Union and Confederate armies ,3.1796E+13,,,,,,1880-1901.,United States. War Department.,None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1880,1880,dcu,   ,,Washington ,"Govt. Print. Off.,",,The War of the Rebellion :a compilation of the official records of the Union and Confederate armies /
BMC-E-0101,E491 .U61 (vol. ser. 1 v. 24 pt. 2),The War of the Rebellion : a compilation of the official records of the Union and Confederate armies ,3.1796E+13,,,,,,1880-1901.,United States. War Department.,None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1880,1880,dcu,   ,,Washington ,"Govt. Print. Off.,",,The War of the Rebellion :a compilation of the official records of the Union and Confederate armies /
BMC-E-0102,E491 .U61 (vol. ser. 1 v. 40 pt. 1),The War of the Rebellion : a compilation of the official records of the Union and Confederate armies ,3.1796E+13,,,,,,1880-1901.,United States. War Department.,None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1880,1880,dcu,   ,,Washington ,"Govt. Print. Off.,",,The War of the Rebellion :a compilation of the official records of the Union and Confederate armies /
BMC-E-0103,E491 .U61 (vol. ser. 1 v. 38 pt. 2),The War of the Rebellion : a compilation of the official records of the Union and Confederate armies ,3.1796E+13,,,,,,1880-1901.,United States. War Department.,None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1880,1880,dcu,   ,,Washington ,"Govt. Print. Off.,",,The War of the Rebellion :a compilation of the official records of the Union and Confederate armies /
BMC-E-0104,E491 .U61 (vol. ser. 1 v. 5),The War of the Rebellion : a compilation of the official records of the Union and Confederate armies ,3.1796E+13,,,,,,1880-1901.,United States. War Department.,None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1880,1880,dcu,   ,,Washington ,"Govt. Print. Off.,",,The War of the Rebellion :a compilation of the official records of the Union and Confederate armies /
BMC-E-0105,E491 .U61 (vol. ser. 1 v. 43 pt. 2),The War of the Rebellion : a compilation of the official records of the Union and Confederate armies ,3.1796E+13,,,,,,1880-1901.,United States. War Department.,None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1880,1880,dcu,   ,,Washington ,"Govt. Print. Off.,",,The War of the Rebellion :a compilation of the official records of the Union and Confederate armies /
BMC-E-0106,E491 .U61 (vol. ser. 2 v. 4),The War of the Rebellion : a compilation of the official records of the Union and Confederate armies ,3.1796E+13,,,,,,1880-1901.,United States. War Department.,None,None,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1880,1880,dcu,   ,,Washington ,"Govt. Print. Off.,",,The War of the Rebellion :a compilation of the official records of the Union and Confederate armies /
BMC-E-0107,E513 .A644 (vol. 2),"The life of John A. Andrew, governor of Massachusetts, 1861-1865.",3.1796E+13,,B_Images/BMC-E-0107.Image_barcode.002913.jpg,B_Images/BMC-E-0107.Image_1.002903.jpg,,,1904,"Pearson, Henry Greenleaf, 1870-",Medium interest,Reader marks - substantial,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1904,1900,   ,eng,English,"Boston,","Houghton, Mifflin,",,"The life of John A. Andrew,governor of Massachusetts, 1861-1865."
BMC-E-0108,E525.4 .S5,"The history of Fuller's Ohio Brigade, 1861-1865; its great march, with roster, portraits, battle maps and biographies.",3.17961E+13,,B_Images/BMC-E-0108.Image_barcode.002948.jpg,B_Images/BMC-E-0108.Image_1.002927.jpg,,,1909,"Smith, Charles H., 1837-",Low interest,Reader marks - low,Canaday Library,Stacks (Monographs),E - History of the Americas,E,E,,,1909,1900,ohu,eng,English,"Cleveland, O. ",[Press of A. J. Watt],,"The history of Fuller's Ohio Brigade, 1861-1865;its great march, with roster, portraits, battle maps and biographies."
